payment_id,invoice_id,payment_date,payment_method,amount_paid
PAY000970,INV00905,2025-04-28,Credit Card,4001.03
PAY000971,INV00906,2025-03-20,Credit Card,266.04
PAY000972,INV00907,2024-06-01,Bank Transfer,1422.19
PAY000973,INV00907,2024-05-22,Credit Card,1046.39
PAY000974,INV00908,2025-09-26,Cash,2741.05
PAY000975,INV00909,2024-01-15,Credit Card,782.77
PAY000976,INV00910,2025-11-01,Credit Card,6149.86
PAY000977,INV00911,2025-01-08,Credit Card,5559.64
PAY000978,INV00912,2024-02-21,Credit Card,309.32
PAY000979,INV00913,2024-04-22,Bank Transfer,2964.68
PAY000980,INV00914,2024-08-31,Cash,1263.05
PAY000981,INV00915,2024-07-23,Bank Transfer,2401.93
PAY000982,INV00916,2025-12-01,Bank Transfer,2054.9
PAY000983,INV00917,2024-01-29,Bank Transfer,1426.71
PAY000984,INV00917,2024-02-13,Cash,2229.71
PAY000985,INV00918,2025-04-05,Cash,1632.2
PAY000986,INV00918,2025-04-18,Credit Card,2437.34
PAY000987,INV00919,2024-09-23,Bank Transfer,2097.05
PAY000988,INV00920,2024-05-05,Bank Transfer,2976.34
PAY000989,INV00921,2024-07-30,Bank Transfer,2531.03
PAY000990,INV00922,2025-05-24,Cash,1696.65
PAY000991,INV00922,2025-05-20,Bank Transfer,1014.82
PAY000992,INV00923,2025-05-26,Credit Card,325.61
PAY000993,INV00924,2025-02-11,Credit Card,2747.36
PAY000994,INV00925,2025-05-08,Credit Card,1152.25
PAY000995,INV00925,2025-05-24,Bank Transfer,1498.56
PAY000996,INV00926,2024-11-09,Credit Card,4100.48
PAY000997,INV00927,2024-10-15,Bank Transfer,1601.53
PAY000998,INV00928,2024-09-19,Credit Card,1906.61
PAY000999,INV00929,2024-11-06,Cash,1928.06
PAY001000,INV00931,2024-09-16,Credit Card,290.7
PAY001001,INV00931,2024-09-02,Cash,228.24
PAY001002,INV00932,2025-12-18,Bank Transfer,1442.81
PAY001003,INV00933,2025-03-10,Credit Card,632.32
PAY001004,INV00934,2024-08-29,Cash,1843.6
PAY001005,INV00935,2025-09-22,Credit Card,4763.41
PAY001006,INV00936,2024-04-09,Credit Card,462.48
PAY001007,INV00937,2024-05-26,Credit Card,1767.2
PAY001008,INV00938,2025-06-01,Cash,2089.5
PAY001009,INV00939,2025-10-01,Credit Card,1264.63
PAY001010,INV00941,2025-07-17,Credit Card,1410.58
PAY001011,INV00941,2025-08-25,Cash,3226.4
PAY001012,INV00942,2024-08-04,Bank Transfer,1467.92
PAY001013,INV00943,2024-09-06,Credit Card,824.72
PAY001014,INV00943,2024-09-15,Cash,1582.34
PAY001015,INV00944,2024-08-21,Cash,541.86
PAY001016,INV00945,2024-01-06,Credit Card,3678.74
PAY001017,INV00946,2024-08-22,Bank Transfer,675.18
PAY001018,INV00947,2025-08-24,Credit Card,5890.57
PAY001019,INV00948,2025-10-22,Bank Transfer,3976.76
PAY001020,INV00949,2024-02-15,Credit Card,2641.22
PAY001021,INV00950,2024-10-15,Bank Transfer,5287.36
PAY001022,INV00951,2025-01-24,Bank Transfer,827.27
PAY001023,INV00952,2024-11-11,Cash,4280.83
PAY001024,INV00953,2025-08-01,Bank Transfer,5075.39
PAY001025,INV00954,2025-08-03,Bank Transfer,242.06
PAY001026,INV00954,2025-09-08,Cash,150.84
PAY001027,INV00955,2025-11-02,Cash,720.84
PAY001028,INV00955,2025-11-03,Bank Transfer,414.89
PAY001029,INV00956,2025-10-21,Bank Transfer,2308.01
PAY001030,INV00957,2025-11-03,Cash,886.03
PAY001031,INV00958,2024-06-26,Credit Card,5005.6
PAY001032,INV00959,2025-10-01,Cash,6025.56
PAY001033,INV00961,2025-04-17,Cash,659.76
PAY001034,INV00961,2025-04-09,Credit Card,753.14
PAY001035,INV00962,2025-10-07,Cash,1063.68
PAY001036,INV00963,2025-03-09,Cash,2451.31
PAY001037,INV00964,2025-08-06,Credit Card,1112.87
PAY001038,INV00965,2024-11-04,Credit Card,1065.31
PAY001039,INV00966,2024-04-05,Credit Card,3599.44
PAY001040,INV00967,2024-11-17,Bank Transfer,1370.54
PAY001041,INV00968,2025-12-01,Bank Transfer,1912.01
PAY001042,INV00969,2025-04-20,Bank Transfer,3841.99
PAY001043,INV00970,2025-05-06,Credit Card,4393.97
PAY001044,INV00971,2024-08-23,Bank Transfer,7837.91
PAY001045,INV00972,2025-04-13,Bank Transfer,2251.45
PAY001046,INV00973,2024-02-05,Credit Card,1135.41
PAY001047,INV00974,2024-08-25,Bank Transfer,1063.43
PAY001048,INV00974,2024-08-21,Bank Transfer,662.83
PAY001049,INV00975,2024-11-24,Bank Transfer,2008.03
PAY001050,INV00975,2024-10-17,Credit Card,2419.27
PAY001051,INV00976,2025-09-17,Credit Card,49.36
PAY001052,INV00977,2024-12-27,Bank Transfer,3586.19
PAY001053,INV00978,2024-08-14,Credit Card,6922.7
PAY001054,INV00979,2025-08-18,Cash,4691.47
PAY001055,INV00980,2024-12-27,Cash,2779.0
PAY001056,INV00981,2025-02-12,Bank Transfer,3160.84
PAY001057,INV00982,2024-12-14,Cash,1649.85
PAY001058,INV00983,2025-08-23,Cash,3644.2
PAY001059,INV00984,2025-04-01,Bank Transfer,3008.82
PAY001060,INV00985,2025-09-21,Credit Card,4439.7
PAY001061,INV00986,2025-05-25,Bank Transfer,6114.53
PAY001062,INV00987,2025-05-25,Cash,1370.54
PAY001063,INV00988,2026-01-19,Credit Card,1267.38
PAY001064,INV00988,2026-02-06,Bank Transfer,872.08
PAY001065,INV00989,2025-10-03,Credit Card,2786.84
PAY001066,INV00990,2024-06-16,Cash,6733.72
PAY001067,INV00992,2024-03-13,Bank Transfer,1650.54
PAY001068,INV00992,2024-02-19,Cash,1324.78
PAY001069,INV00993,2025-02-04,Credit Card,2256.83
PAY001070,INV00994,2025-11-23,Cash,2154.3
PAY001071,INV00995,2025-03-31,Cash,6440.17
PAY001072,INV00996,2025-02-20,Bank Transfer,3533.42
PAY001073,INV00997,2025-09-27,Credit Card,2820.55
PAY001074,INV00998,2024-12-14,Credit Card,4668.58
PAY001075,INV00999,2025-06-04,Bank Transfer,5661.65
PAY001076,INV01000,2025-12-10,Bank Transfer,1934.98
PAY001077,INV01001,2025-08-14,Credit Card,2553.29
PAY001078,INV01002,2024-03-09,Bank Transfer,4172.11
PAY001079,INV01003,2025-10-03,Credit Card,2954.84
PAY001080,INV01004,2025-07-21,Bank Transfer,3080.9
PAY001081,INV01005,2025-05-23,Bank Transfer,1985.77
PAY001082,INV01006,2025-09-18,Bank Transfer,1504.68
PAY001083,INV01007,2024-02-14,Credit Card,366.88
PAY001084,INV01007,2024-03-10,Bank Transfer,656.12
PAY001085,INV01008,2024-08-03,Credit Card,4759.97
PAY001086,INV01009,2025-11-14,Cash,2502.79
PAY001087,INV01010,2025-06-25,Credit Card,927.26
PAY001088,INV01011,2025-07-11,Bank Transfer,4700.06
PAY001089,INV01012,2024-08-20,Bank Transfer,3854.28
PAY001090,INV01013,2024-11-09,Cash,415.15
PAY001091,INV01014,2024-04-20,Bank Transfer,2967.76
PAY001092,INV01015,2024-03-03,Cash,619.58
PAY001093,INV01016,2025-05-14,Bank Transfer,2455.13
PAY001094,INV01017,2025-03-01,Cash,115.73
PAY001095,INV01018,2024-06-05,Credit Card,2466.19
PAY001096,INV01019,2025-02-09,Cash,1504.44
PAY001097,INV01020,2024-11-27,Bank Transfer,3353.88
PAY001098,INV01021,2025-02-12,Credit Card,488.41
PAY001099,INV01022,2024-09-16,Bank Transfer,1993.18
PAY001100,INV01025,2026-02-03,Cash,597.19
PAY001101,INV01026,2025-09-07,Credit Card,4286.99
PAY001102,INV01027,2025-04-11,Cash,5033.15
PAY001103,INV01028,2024-09-14,Credit Card,1472.85
PAY001104,INV01029,2025-03-21,Bank Transfer,1900.05
PAY001105,INV01029,2025-03-29,Cash,1158.97
PAY001106,INV01030,2025-09-09,Cash,2636.67
PAY001107,INV01032,2025-02-09,Credit Card,467.46
PAY001108,INV01032,2025-02-24,Credit Card,568.79
PAY001109,INV01033,2026-01-07,Credit Card,608.15
PAY001110,INV01034,2025-01-05,Bank Transfer,4623.76
PAY001111,INV01035,2024-09-25,Credit Card,734.49
PAY001112,INV01035,2024-10-09,Credit Card,1473.59
PAY001113,INV01036,2025-03-08,Cash,282.78
PAY001114,INV01038,2025-10-05,Cash,2119.36
PAY001115,INV01039,2025-07-08,Bank Transfer,2498.51
PAY001116,INV01040,2026-01-12,Cash,2760.06
PAY001117,INV01041,2025-10-30,Bank Transfer,4500.48
PAY001118,INV01042,2024-09-20,Cash,4626.83
PAY001119,INV01043,2024-03-14,Bank Transfer,497.95
PAY001120,INV01044,2024-07-08,Cash,1961.08
PAY001121,INV01045,2024-06-01,Bank Transfer,3384.67
PAY001122,INV01046,2025-10-28,Bank Transfer,6203.42
PAY001123,INV01048,2024-09-03,Bank Transfer,1475.56
PAY001124,INV01048,2024-09-26,Bank Transfer,3045.3
PAY001125,INV01049,2025-11-21,Bank Transfer,2023.19
PAY001126,INV01050,2025-02-06,Cash,190.84
PAY001127,INV01051,2024-06-29,Cash,3903.86
PAY001128,INV01052,2024-09-28,Cash,67.54
PAY001129,INV01053,2025-09-03,Cash,3284.47
PAY001130,INV01054,2025-01-01,Cash,2623.33
PAY001131,INV01055,2025-08-18,Cash,4081.56
PAY001132,INV01056,2025-11-30,Bank Transfer,2013.38
PAY001133,INV01057,2025-09-06,Bank Transfer,3605.86
PAY001134,INV01058,2025-11-15,Cash,1782.52
PAY001135,INV01059,2024-10-06,Cash,1372.99
PAY001136,INV01059,2024-11-02,Cash,1944.34
PAY001137,INV01060,2024-04-26,Cash,712.98
PAY001138,INV01061,2025-01-21,Bank Transfer,5684.54
PAY001139,INV01062,2025-03-19,Credit Card,604.1
PAY001140,INV01063,2024-05-13,Cash,2406.4
PAY001141,INV01064,2024-11-02,Cash,4326.42
PAY001142,INV01065,2024-06-17,Bank Transfer,1995.37
PAY001143,INV01066,2024-10-10,Cash,4202.17
PAY001144,INV01067,2025-09-08,Bank Transfer,3722.18
PAY001145,INV01068,2025-08-22,Bank Transfer,401.05
PAY001146,INV01068,2025-09-24,Bank Transfer,553.15
PAY001147,INV01069,2024-09-09,Cash,1527.71
PAY001148,INV01070,2024-12-22,Bank Transfer,457.25
PAY001149,INV01071,2025-08-02,Credit Card,4228.92
PAY001150,INV01072,2025-02-23,Bank Transfer,493.88
PAY001151,INV01073,2026-01-11,Bank Transfer,4766.02
PAY001152,INV01074,2024-08-31,Credit Card,3948.1
PAY001153,INV01075,2024-07-21,Credit Card,4534.18
PAY001154,INV01076,2025-04-06,Cash,3593.29
PAY001155,INV01077,2025-06-10,Bank Transfer,3698.39
PAY001156,INV01078,2024-07-15,Credit Card,20.55
PAY001157,INV01080,2024-12-19,Cash,2304.76
PAY001158,INV01081,2024-05-22,Credit Card,2514.58
PAY001159,INV01081,2024-06-03,Bank Transfer,3462.75
PAY001160,INV01082,2025-03-22,Credit Card,3403.14
PAY001161,INV01083,2026-02-10,Bank Transfer,537.95
PAY001162,INV01083,2026-01-04,Cash,334.3
PAY001163,INV01084,2025-02-02,Credit Card,4225.4
PAY001164,INV01085,2025-08-23,Bank Transfer,5731.08
PAY001165,INV01086,2024-12-27,Cash,6137.29
PAY001166,INV01087,2025-03-18,Credit Card,3882.01
PAY001167,INV01088,2024-06-28,Cash,2848.18
PAY001168,INV01089,2024-10-24,Bank Transfer,4581.6
PAY001169,INV01090,2024-09-13,Cash,616.19
PAY001170,INV01090,2024-09-12,Credit Card,1022.24
PAY001171,INV01091,2025-06-04,Bank Transfer,3624.08
PAY001172,INV01092,2025-11-04,Bank Transfer,4032.34
PAY001173,INV01093,2025-01-21,Credit Card,3257.3
PAY001174,INV01094,2024-06-19,Credit Card,86.8
PAY001175,INV01095,2024-11-07,Bank Transfer,7023.53
PAY001176,INV01096,2024-05-29,Credit Card,5263.67
PAY001177,INV01097,2025-07-28,Cash,544.63
PAY001178,INV01097,2025-08-10,Cash,250.53
PAY001179,INV01098,2024-11-12,Bank Transfer,2445.02
PAY001180,INV01099,2024-08-18,Credit Card,9219.37
PAY001181,INV01100,2024-09-17,Cash,1630.24
PAY001182,INV01101,2025-10-11,Bank Transfer,820.04
PAY001183,INV01102,2025-08-15,Credit Card,464.69
PAY001184,INV01103,2025-09-30,Cash,2828.84
PAY001185,INV01104,2024-10-24,Credit Card,3031.42
PAY001186,INV01105,2024-09-08,Cash,357.73
PAY001187,INV01106,2024-11-23,Bank Transfer,2934.48
PAY001188,INV01107,2025-08-16,Credit Card,1146.56
PAY001189,INV01108,2024-02-08,Credit Card,6840.34
PAY001190,INV01109,2025-07-27,Cash,4673.21
PAY001191,INV01110,2025-04-05,Bank Transfer,1891.03
PAY001192,INV01110,2025-03-07,Cash,813.54
PAY001193,INV01111,2025-06-15,Bank Transfer,399.54
PAY001194,INV01112,2024-10-21,Cash,1617.2
PAY001195,INV01113,2025-04-05,Cash,3616.26
PAY001196,INV01114,2025-11-23,Bank Transfer,5220.9
PAY001197,INV01115,2024-07-03,Cash,2697.8
PAY001198,INV01115,2024-08-25,Cash,1166.4
PAY001199,INV01116,2025-07-21,Credit Card,530.21
PAY001200,INV01117,2025-02-23,Cash,4883.39
PAY001201,INV01118,2024-06-19,Cash,3621.98
PAY001202,INV01119,2025-11-26,Credit Card,3073.18
PAY001203,INV01120,2024-06-03,Cash,6049.45
PAY001204,INV01121,2025-08-09,Cash,3964.4
PAY001205,INV01122,2024-05-18,Cash,2329.15
PAY001206,INV01123,2024-11-17,Bank Transfer,3225.46
PAY001207,INV01124,2024-11-21,Credit Card,2033.6
PAY001208,INV01125,2024-07-14,Bank Transfer,6874.32
PAY001209,INV01126,2025-08-28,Credit Card,2479.55
PAY001210,INV01127,2024-08-29,Cash,5444.57
PAY001211,INV01128,2025-11-23,Credit Card,917.39
PAY001212,INV01128,2025-11-17,Credit Card,1562.66
PAY001213,INV01130,2025-07-18,Cash,7795.73
PAY001214,INV01131,2024-01-24,Bank Transfer,4013.12
PAY001215,INV01132,2025-08-22,Credit Card,6306.36
PAY001216,INV01133,2025-05-02,Cash,1299.08
PAY001217,INV01134,2025-01-16,Cash,1829.15
PAY001218,INV01134,2025-01-29,Cash,3640.28
PAY001219,INV01135,2025-06-29,Cash,5449.84
PAY001220,INV01136,2024-07-11,Cash,4118.27
PAY001221,INV01137,2025-05-23,Credit Card,2639.93
PAY001222,INV01138,2024-10-24,Cash,2925.8
PAY001223,INV01139,2025-07-01,Cash,4001.75
PAY001224,INV01139,2025-08-19,Bank Transfer,1722.36
PAY001225,INV01140,2025-10-28,Bank Transfer,2193.9
PAY001226,INV01141,2025-09-19,Cash,1334.89
PAY001227,INV01142,2025-04-10,Credit Card,3303.19
PAY001228,INV01143,2024-02-14,Cash,2013.38
PAY001229,INV01144,2025-01-16,Cash,3052.62
PAY001230,INV01145,2025-07-25,Cash,4266.32
PAY001231,INV01146,2024-07-28,Credit Card,4022.33
PAY001232,INV01147,2025-12-15,Bank Transfer,3649.66
PAY001233,INV01148,2024-11-03,Credit Card,213.29
PAY001234,INV01149,2025-07-08,Bank Transfer,470.12
PAY001235,INV01150,2024-10-12,Bank Transfer,308.69
PAY001236,INV01150,2024-10-13,Cash,309.97
PAY001237,INV01151,2024-12-15,Bank Transfer,2425.44
PAY001238,INV01152,2025-02-05,Cash,488.41
PAY001239,INV01153,2025-12-10,Bank Transfer,3880.1
PAY001240,INV01154,2025-09-11,Bank Transfer,2754.48
PAY001241,INV01155,2024-02-19,Credit Card,7790.35
PAY001242,INV01156,2024-10-17,Bank Transfer,376.12
PAY001243,INV01157,2024-06-01,Cash,2480.87
PAY001244,INV01159,2025-08-16,Cash,3196.88
PAY001245,INV01160,2024-11-05,Cash,195.87
PAY001246,INV01160,2024-12-06,Bank Transfer,212.62
PAY001247,INV01161,2024-10-21,Bank Transfer,1587.63
PAY001248,INV01161,2024-10-02,Credit Card,1591.41
PAY001249,INV01162,2025-10-02,Bank Transfer,2973.49
PAY001250,INV01163,2024-03-22,Bank Transfer,3193.32
PAY001251,INV01164,2024-05-29,Cash,965.88
PAY001252,INV01165,2025-12-02,Credit Card,3090.6
PAY001253,INV01165,2026-01-08,Credit Card,3074.35
PAY001254,INV01166,2025-06-20,Bank Transfer,3172.98
PAY001255,INV01167,2024-06-01,Bank Transfer,1056.67
PAY001256,INV01168,2024-08-12,Bank Transfer,337.58
PAY001257,INV01169,2025-08-17,Bank Transfer,4081.56
PAY001258,INV01170,2025-07-03,Cash,3158.16
PAY001259,INV01171,2025-04-09,Credit Card,867.71
PAY001260,INV01171,2025-05-05,Bank Transfer,601.65
PAY001261,INV01172,2025-05-23,Credit Card,1513.53
PAY001262,INV01173,2024-05-23,Cash,1465.24
PAY001263,INV01174,2025-05-12,Cash,1540.5
PAY001264,INV01175,2024-04-12,Cash,7285.67
PAY001265,INV01176,2024-12-13,Bank Transfer,2412.0
PAY001266,INV01177,2025-09-12,Cash,3265.25
PAY001267,INV01178,2024-10-22,Cash,1547.99
PAY001268,INV01179,2024-03-14,Bank Transfer,520.45
PAY001269,INV01179,2024-03-10,Cash,411.59
PAY001270,INV01180,2025-11-03,Cash,4605.06
PAY001271,INV01181,2025-06-09,Cash,859.99
PAY001272,INV01182,2024-05-26,Cash,3331.14
PAY001273,INV01183,2025-01-13,Cash,911.16
PAY001274,INV01185,2025-04-01,Bank Transfer,1926.42
PAY001275,INV01186,2024-06-25,Bank Transfer,1665.33
PAY001276,INV01186,2024-06-27,Bank Transfer,1278.65
PAY001277,INV01187,2025-02-12,Credit Card,2183.57
PAY001278,INV01188,2025-03-10,Cash,3108.79
PAY001279,INV01189,2025-07-05,Bank Transfer,1223.68
PAY001280,INV01189,2025-08-11,Credit Card,994.64
PAY001281,INV01190,2025-06-11,Bank Transfer,1591.43
PAY001282,INV01191,2025-08-19,Cash,427.79
PAY001283,INV01192,2025-11-14,Cash,3268.56
PAY001284,INV01192,2025-10-31,Bank Transfer,1626.77
PAY001285,INV01193,2024-07-18,Bank Transfer,5702.69
PAY001286,INV01194,2024-05-06,Credit Card,1225.44
PAY001287,INV01194,2024-04-21,Cash,1071.41
PAY001288,INV01195,2024-08-02,Bank Transfer,309.8
PAY001289,INV01195,2024-08-23,Credit Card,341.42
PAY001290,INV01196,2025-07-20,Bank Transfer,4989.42
PAY001291,INV01197,2024-05-26,Bank Transfer,2197.88
PAY001292,INV01198,2024-06-30,Credit Card,997.85
PAY001293,INV01198,2024-06-07,Bank Transfer,1322.15
PAY001294,INV01199,2025-07-26,Bank Transfer,981.66
PAY001295,INV01200,2024-11-11,Cash,982.71
PAY001296,INV01200,2024-10-30,Cash,1322.05
