sale_id,invoice_id,product_id,sale_date,quantity,unit_price,discount_rate,revenue
S000834,INV00350,P014,2025-05-10,4,365.65,0.0,1462.6
S000835,INV00350,P007,2025-05-10,2,118.83,0.0,237.66
S000836,INV00350,P006,2025-05-10,3,187.1,0.0,561.3
S000837,INV00351,P016,2024-06-22,4,135.67,0.05,515.55
S000838,INV00351,P019,2024-06-22,1,298.11,0.05,283.2
S000839,INV00351,P006,2024-06-22,5,187.1,0.15,795.17
S000840,INV00351,P017,2024-06-22,2,680.26,0.0,1360.52
S000841,INV00352,P013,2024-04-22,2,499.96,0.05,949.92
S000842,INV00352,P012,2024-04-22,3,490.89,0.0,1472.67
S000843,INV00352,P018,2024-04-22,3,588.71,0.1,1589.52
S000844,INV00352,P003,2024-04-22,1,508.77,0.0,508.77
S000845,INV00353,P005,2025-09-07,4,66.59,0.05,253.04
S000846,INV00353,P012,2025-09-07,2,490.89,0.0,981.78
S000847,INV00353,P011,2025-09-07,4,292.74,0.15,995.32
S000848,INV00353,P007,2025-09-07,4,118.83,0.05,451.55
S000849,INV00354,P013,2025-09-24,1,499.96,0.0,499.96
S000850,INV00355,P020,2025-04-26,5,501.47,0.0,2507.35
S000851,INV00356,P005,2024-09-26,5,66.59,0.05,316.3
S000852,INV00356,P018,2024-09-26,3,588.71,0.15,1501.21
S000853,INV00356,P014,2024-09-26,4,365.65,0.15,1243.21
S000854,INV00357,P011,2024-03-22,4,292.74,0.0,1170.96
S000855,INV00357,P019,2024-03-22,1,298.11,0.0,298.11
S000856,INV00357,P010,2024-03-22,1,358.33,0.0,358.33
S000857,INV00357,P021,2024-03-22,5,285.53,0.05,1356.27
S000858,INV00358,P003,2025-07-29,2,508.77,0.1,915.79
S000859,INV00358,P001,2025-07-29,3,564.89,0.15,1440.47
S000860,INV00359,P019,2025-03-06,4,298.11,0.05,1132.82
S000861,INV00359,P003,2025-03-06,5,508.77,0.0,2543.85
S000862,INV00359,P013,2025-03-06,4,499.96,0.1,1799.86
S000863,INV00359,P016,2025-03-06,5,135.67,0.0,678.35
S000864,INV00360,P001,2024-10-27,4,564.89,0.15,1920.63
S000865,INV00360,P012,2024-10-27,2,490.89,0.15,834.51
S000866,INV00360,P021,2024-10-27,3,285.53,0.1,770.93
S000867,INV00361,P002,2024-12-17,1,348.25,0.1,313.43
S000868,INV00362,P008,2024-10-29,5,24.11,0.0,120.55
S000869,INV00362,P010,2024-10-29,2,358.33,0.0,716.66
S000870,INV00362,P013,2024-10-29,4,499.96,0.05,1899.85
S000871,INV00362,P003,2024-10-29,2,508.77,0.0,1017.54
S000872,INV00363,P016,2025-05-08,5,135.67,0.1,610.51
S000873,INV00364,P001,2025-12-30,2,564.89,0.15,960.31
S000874,INV00365,P013,2025-07-05,1,499.96,0.15,424.97
S000875,INV00365,P011,2025-07-05,5,292.74,0.0,1463.7
S000876,INV00365,P019,2025-07-05,4,298.11,0.0,1192.44
S000877,INV00366,P015,2025-03-07,4,151.86,0.1,546.7
S000878,INV00367,P019,2025-07-16,1,298.11,0.15,253.39
S000879,INV00367,P002,2025-07-16,5,348.25,0.0,1741.25
S000880,INV00368,P009,2024-04-06,2,555.19,0.05,1054.86
S000881,INV00368,P005,2024-04-06,4,66.59,0.0,266.36
S000882,INV00368,P016,2024-04-06,5,135.67,0.1,610.51
S000883,INV00368,P004,2024-04-06,5,296.13,0.0,1480.65
S000884,INV00369,P021,2025-09-18,3,285.53,0.0,856.59
S000885,INV00369,P020,2025-09-18,1,501.47,0.1,451.32
S000886,INV00369,P003,2025-09-18,4,508.77,0.05,1933.33
S000887,INV00370,P011,2025-02-10,2,292.74,0.1,526.93
S000888,INV00370,P013,2025-02-10,5,499.96,0.1,2249.82
S000889,INV00371,P021,2025-09-12,2,285.53,0.0,571.06
S000890,INV00371,P004,2025-09-12,1,296.13,0.05,281.32
S000891,INV00372,P015,2025-09-15,1,151.86,0.15,129.08
S000892,INV00372,P002,2025-09-15,2,348.25,0.05,661.67
S000893,INV00373,P014,2024-01-29,4,365.65,0.0,1462.6
S000894,INV00373,P020,2024-01-29,5,501.47,0.05,2381.98
S000895,INV00373,P019,2024-01-29,2,298.11,0.15,506.79
S000896,INV00374,P003,2025-08-01,1,508.77,0.0,508.77
S000897,INV00374,P008,2025-08-01,4,24.11,0.15,81.97
S000898,INV00374,P017,2025-08-01,5,680.26,0.05,3231.24
S000899,INV00374,P021,2025-08-01,3,285.53,0.0,856.59
S000900,INV00375,P015,2025-08-15,4,151.86,0.0,607.44
S000901,INV00375,P018,2025-08-15,3,588.71,0.0,1766.13
S000902,INV00376,P009,2024-01-29,1,555.19,0.1,499.67
S000903,INV00377,P001,2025-07-09,3,564.89,0.15,1440.47
S000904,INV00377,P020,2025-07-09,4,501.47,0.1,1805.29
S000905,INV00377,P018,2025-07-09,1,588.71,0.05,559.27
S000906,INV00377,P007,2025-07-09,4,118.83,0.0,475.32
S000907,INV00378,P017,2024-06-22,3,680.26,0.1,1836.7
S000908,INV00378,P016,2024-06-22,2,135.67,0.15,230.64
S000909,INV00378,P011,2024-06-22,2,292.74,0.0,585.48
S000910,INV00379,P008,2024-11-08,3,24.11,0.1,65.1
S000911,INV00380,P018,2024-02-16,2,588.71,0.05,1118.55
S000912,INV00381,P020,2024-11-22,4,501.47,0.0,2005.88
S000913,INV00381,P006,2024-11-22,4,187.1,0.15,636.14
S000914,INV00381,P013,2024-11-22,2,499.96,0.0,999.92
S000915,INV00382,P013,2024-03-31,5,499.96,0.0,2499.8
S000916,INV00382,P005,2024-03-31,4,66.59,0.1,239.72
S000917,INV00383,P005,2025-04-11,3,66.59,0.1,179.79
S000918,INV00384,P020,2025-03-01,1,501.47,0.0,501.47
S000919,INV00384,P018,2025-03-01,3,588.71,0.0,1766.13
S000920,INV00384,P008,2025-03-01,2,24.11,0.0,48.22
S000921,INV00385,P017,2025-12-24,5,680.26,0.05,3231.24
S000922,INV00385,P019,2025-12-24,1,298.11,0.05,283.2
S000923,INV00385,P007,2025-12-24,4,118.83,0.0,475.32
S000924,INV00385,P011,2025-12-24,3,292.74,0.1,790.4
S000925,INV00386,P001,2024-07-08,3,564.89,0.15,1440.47
S000926,INV00386,P013,2024-07-08,1,499.96,0.1,449.96
S000927,INV00387,P006,2024-07-20,2,187.1,0.05,355.49
S000928,INV00387,P014,2024-07-20,2,365.65,0.15,621.6
S000929,INV00387,P021,2024-07-20,5,285.53,0.15,1213.5
S000930,INV00388,P017,2024-11-27,2,680.26,0.15,1156.44
S000931,INV00388,P001,2024-11-27,5,564.89,0.05,2683.23
S000932,INV00389,P012,2024-12-16,3,490.89,0.0,1472.67
S000933,INV00389,P010,2024-12-16,2,358.33,0.05,680.83
S000934,INV00389,P015,2024-12-16,3,151.86,0.15,387.24
S000935,INV00390,P004,2024-10-23,3,296.13,0.0,888.39
S000936,INV00390,P011,2024-10-23,5,292.74,0.1,1317.33
S000937,INV00390,P005,2024-10-23,3,66.59,0.0,199.77
S000938,INV00391,P010,2025-01-30,3,358.33,0.1,967.49
S000939,INV00391,P015,2025-01-30,2,151.86,0.1,273.35
S000940,INV00392,P018,2025-09-07,4,588.71,0.1,2119.36
S000941,INV00392,P004,2025-09-07,4,296.13,0.0,1184.52
S000942,INV00392,P013,2025-09-07,2,499.96,0.1,899.93
S000943,INV00392,P015,2025-09-07,5,151.86,0.15,645.41
S000944,INV00393,P014,2024-04-24,4,365.65,0.05,1389.47
S000945,INV00393,P009,2024-04-24,2,555.19,0.0,1110.38
S000946,INV00394,P004,2025-06-30,1,296.13,0.15,251.71
S000947,INV00394,P016,2025-06-30,1,135.67,0.0,135.67
S000948,INV00394,P008,2025-06-30,5,24.11,0.05,114.52
S000949,INV00394,P001,2025-06-30,3,564.89,0.1,1525.2
S000950,INV00395,P006,2025-01-04,5,187.1,0.1,841.95
S000951,INV00395,P020,2025-01-04,5,501.47,0.0,2507.35
S000952,INV00396,P011,2024-09-12,4,292.74,0.0,1170.96
S000953,INV00396,P006,2024-09-12,3,187.1,0.1,505.17
S000954,INV00397,P007,2025-05-12,2,118.83,0.0,237.66
S000955,INV00397,P012,2025-05-12,4,490.89,0.15,1669.03
S000956,INV00397,P020,2025-05-12,1,501.47,0.15,426.25
S000957,INV00397,P003,2025-05-12,5,508.77,0.0,2543.85
S000958,INV00398,P010,2025-12-25,2,358.33,0.1,644.99
S000959,INV00398,P021,2025-12-25,4,285.53,0.0,1142.12
S000960,INV00399,P013,2025-10-11,5,499.96,0.15,2124.83
S000961,INV00399,P010,2025-10-11,1,358.33,0.1,322.5
S000962,INV00399,P007,2025-10-11,5,118.83,0.05,564.44
S000963,INV00400,P001,2024-06-09,5,564.89,0.15,2400.78
S000964,INV00400,P009,2024-06-09,2,555.19,0.0,1110.38
S000965,INV00401,P008,2025-11-03,4,24.11,0.05,91.62
S000966,INV00401,P004,2025-11-03,1,296.13,0.0,296.13
S000967,INV00401,P016,2025-11-03,5,135.67,0.0,678.35
S000968,INV00401,P013,2025-11-03,4,499.96,0.05,1899.85
S000969,INV00402,P014,2025-04-28,2,365.65,0.15,621.6
S000970,INV00402,P019,2025-04-28,4,298.11,0.15,1013.57
S000971,INV00402,P005,2025-04-28,4,66.59,0.05,253.04
S000972,INV00402,P010,2025-04-28,1,358.33,0.0,358.33
S000973,INV00403,P016,2025-12-20,5,135.67,0.1,610.51
S000974,INV00403,P013,2025-12-20,4,499.96,0.1,1799.86
S000975,INV00403,P001,2025-12-20,3,564.89,0.0,1694.67
S000976,INV00404,P010,2025-11-16,5,358.33,0.05,1702.07
S000977,INV00405,P011,2024-04-26,3,292.74,0.0,878.22
S000978,INV00406,P013,2025-02-28,4,499.96,0.05,1899.85
S000979,INV00407,P002,2025-09-30,3,348.25,0.0,1044.75
S000980,INV00407,P009,2025-09-30,4,555.19,0.15,1887.65
S000981,INV00408,P004,2024-06-28,4,296.13,0.05,1125.29
S000982,INV00408,P007,2024-06-28,1,118.83,0.0,118.83
S000983,INV00409,P008,2025-09-16,2,24.11,0.0,48.22
S000984,INV00409,P014,2025-09-16,5,365.65,0.0,1828.25
S000985,INV00410,P014,2025-01-15,1,365.65,0.1,329.08
S000986,INV00410,P016,2025-01-15,3,135.67,0.1,366.31
S000987,INV00410,P005,2025-01-15,4,66.59,0.1,239.72
S000988,INV00411,P005,2024-06-20,5,66.59,0.1,299.66
S000989,INV00412,P009,2024-12-24,5,555.19,0.05,2637.15
S000990,INV00412,P019,2024-12-24,5,298.11,0.05,1416.02
S000991,INV00412,P013,2024-12-24,4,499.96,0.0,1999.84
S000992,INV00413,P001,2024-08-23,1,564.89,0.0,564.89
S000993,INV00413,P003,2024-08-23,4,508.77,0.05,1933.33
S000994,INV00413,P021,2024-08-23,2,285.53,0.1,513.95
S000995,INV00414,P004,2024-06-08,2,296.13,0.05,562.65
S000996,INV00415,P017,2024-04-26,3,680.26,0.15,1734.66
S000997,INV00415,P005,2024-04-26,3,66.59,0.0,199.77
S000998,INV00415,P011,2024-04-26,1,292.74,0.05,278.1
S000999,INV00415,P009,2024-04-26,4,555.19,0.05,2109.72
S001000,INV00416,P004,2025-10-24,5,296.13,0.0,1480.65
S001001,INV00416,P009,2025-10-24,3,555.19,0.15,1415.73
S001002,INV00417,P005,2025-01-02,5,66.59,0.05,316.3
S001003,INV00417,P007,2025-01-02,3,118.83,0.15,303.02
S001004,INV00418,P009,2025-10-30,3,555.19,0.0,1665.57
S001005,INV00418,P016,2025-10-30,1,135.67,0.15,115.32
S001006,INV00418,P004,2025-10-30,5,296.13,0.0,1480.65
S001007,INV00419,P016,2025-11-16,1,135.67,0.15,115.32
S001008,INV00419,P008,2025-11-16,1,24.11,0.05,22.9
S001009,INV00419,P018,2025-11-16,1,588.71,0.1,529.84
S001010,INV00419,P001,2025-11-16,5,564.89,0.1,2542.01
S001011,INV00420,P015,2025-10-03,1,151.86,0.15,129.08
S001012,INV00420,P005,2025-10-03,2,66.59,0.05,126.52
S001013,INV00420,P017,2025-10-03,3,680.26,0.1,1836.7
S001014,INV00421,P003,2025-07-04,1,508.77,0.15,432.45
S001015,INV00422,P003,2025-05-23,3,508.77,0.1,1373.68
S001016,INV00422,P011,2025-05-23,3,292.74,0.05,834.31
S001017,INV00422,P007,2025-05-23,1,118.83,0.1,106.95
S001018,INV00423,P010,2024-05-08,5,358.33,0.05,1702.07
S001019,INV00423,P008,2024-05-08,3,24.11,0.0,72.33
S001020,INV00424,P007,2024-01-29,2,118.83,0.0,237.66
S001021,INV00424,P011,2024-01-29,5,292.74,0.0,1463.7
S001022,INV00424,P016,2024-01-29,5,135.67,0.1,610.51
S001023,INV00425,P002,2024-03-05,3,348.25,0.0,1044.75
S001024,INV00425,P005,2024-03-05,3,66.59,0.05,189.78
S001025,INV00425,P003,2024-03-05,2,508.77,0.05,966.66
S001026,INV00426,P008,2024-08-13,1,24.11,0.15,20.49
S001027,INV00426,P010,2024-08-13,2,358.33,0.1,644.99
S001028,INV00426,P007,2024-08-13,4,118.83,0.15,404.02
S001029,INV00427,P001,2024-02-05,3,564.89,0.1,1525.2
S001030,INV00427,P020,2024-02-05,3,501.47,0.0,1504.41
S001031,INV00427,P011,2024-02-05,3,292.74,0.0,878.22
S001032,INV00428,P009,2025-06-16,4,555.19,0.0,2220.76
S001033,INV00428,P007,2025-06-16,4,118.83,0.1,427.79
S001034,INV00428,P018,2025-06-16,1,588.71,0.0,588.71
S001035,INV00429,P012,2024-09-08,5,490.89,0.0,2454.45
S001036,INV00430,P021,2025-04-13,1,285.53,0.0,285.53
S001037,INV00431,P021,2024-11-25,4,285.53,0.15,970.8
S001038,INV00432,P003,2024-09-02,1,508.77,0.0,508.77
S001039,INV00432,P002,2024-09-02,3,348.25,0.15,888.04
S001040,INV00433,P001,2024-11-19,2,564.89,0.0,1129.78
S001041,INV00434,P016,2024-08-27,4,135.67,0.1,488.41
S001042,INV00434,P015,2024-08-27,1,151.86,0.0,151.86
S001043,INV00435,P007,2024-04-11,5,118.83,0.0,594.15
S001044,INV00436,P015,2025-02-06,5,151.86,0.0,759.3
S001045,INV00437,P013,2025-08-10,5,499.96,0.05,2374.81
S001046,INV00437,P017,2025-08-10,3,680.26,0.0,2040.78
S001047,INV00437,P020,2025-08-10,5,501.47,0.1,2256.62
S001048,INV00438,P016,2024-07-06,2,135.67,0.15,230.64
S001049,INV00439,P018,2025-09-20,3,588.71,0.1,1589.52
S001050,INV00439,P014,2025-09-20,4,365.65,0.15,1243.21
S001051,INV00439,P020,2025-09-20,2,501.47,0.0,1002.94
S001052,INV00439,P012,2025-09-20,5,490.89,0.15,2086.28
S001053,INV00440,P017,2025-03-20,2,680.26,0.1,1224.47
S001054,INV00440,P011,2025-03-20,3,292.74,0.05,834.31
S001055,INV00440,P007,2025-03-20,5,118.83,0.0,594.15
S001056,INV00441,P018,2025-12-25,4,588.71,0.05,2237.1
S001057,INV00441,P006,2025-12-25,1,187.1,0.1,168.39
S001058,INV00442,P006,2024-01-28,3,187.1,0.15,477.1
S001059,INV00442,P020,2024-01-28,2,501.47,0.15,852.5
S001060,INV00442,P011,2024-01-28,2,292.74,0.0,585.48
S001061,INV00442,P004,2024-01-28,4,296.13,0.1,1066.07
S001062,INV00443,P006,2025-11-02,2,187.1,0.0,374.2
S001063,INV00443,P010,2025-11-02,2,358.33,0.0,716.66
S001064,INV00443,P017,2025-11-02,3,680.26,0.0,2040.78
S001065,INV00443,P002,2025-11-02,5,348.25,0.1,1567.12
S001066,INV00444,P010,2024-07-25,1,358.33,0.05,340.41
S001067,INV00445,P006,2025-05-01,5,187.1,0.0,935.5
S001068,INV00446,P014,2025-07-03,5,365.65,0.05,1736.84
S001069,INV00446,P017,2025-07-03,4,680.26,0.05,2584.99
S001070,INV00446,P003,2025-07-03,4,508.77,0.1,1831.57
S001071,INV00447,P017,2024-10-31,1,680.26,0.0,680.26
S001072,INV00447,P009,2024-10-31,5,555.19,0.0,2775.95
S001073,INV00448,P011,2025-03-11,5,292.74,0.15,1244.14
S001074,INV00449,P014,2025-05-13,2,365.65,0.0,731.3
S001075,INV00449,P005,2025-05-13,5,66.59,0.1,299.66
S001076,INV00449,P004,2025-05-13,5,296.13,0.1,1332.59
S001077,INV00450,P009,2024-05-24,3,555.19,0.0,1665.57
S001078,INV00451,P010,2025-12-16,4,358.33,0.05,1361.65
S001079,INV00452,P005,2025-01-12,1,66.59,0.0,66.59
S001080,INV00452,P014,2025-01-12,3,365.65,0.0,1096.95
S001081,INV00452,P020,2025-01-12,4,501.47,0.05,1905.59
S001082,INV00453,P017,2025-08-21,4,680.26,0.0,2721.04
S001083,INV00454,P009,2024-04-03,3,555.19,0.1,1499.01
S001084,INV00454,P001,2024-04-03,4,564.89,0.0,2259.56
S001085,INV00454,P003,2024-04-03,1,508.77,0.15,432.45
S001086,INV00454,P008,2024-04-03,5,24.11,0.0,120.55
S001087,INV00455,P003,2025-04-17,1,508.77,0.05,483.33
S001088,INV00455,P013,2025-04-17,5,499.96,0.1,2249.82
S001089,INV00455,P018,2025-04-17,2,588.71,0.05,1118.55
S001090,INV00456,P021,2024-02-03,5,285.53,0.0,1427.65
S001091,INV00456,P014,2024-02-03,4,365.65,0.0,1462.6
S001092,INV00456,P002,2024-02-03,5,348.25,0.05,1654.19
S001093,INV00456,P003,2024-02-03,2,508.77,0.0,1017.54
S001094,INV00457,P013,2024-11-21,3,499.96,0.1,1349.89
S001095,INV00458,P014,2024-04-07,4,365.65,0.1,1316.34
S001096,INV00459,P017,2024-02-10,3,680.26,0.0,2040.78
S001097,INV00460,P019,2025-03-17,2,298.11,0.0,596.22
S001098,INV00460,P004,2025-03-17,3,296.13,0.05,843.97
S001099,INV00460,P021,2025-03-17,3,285.53,0.1,770.93
S001100,INV00460,P015,2025-03-17,5,151.86,0.1,683.37
S001101,INV00461,P019,2024-09-24,5,298.11,0.0,1490.55
S001102,INV00461,P017,2024-09-24,4,680.26,0.05,2584.99
S001103,INV00462,P019,2025-09-04,2,298.11,0.15,506.79
S001104,INV00462,P010,2025-09-04,5,358.33,0.0,1791.65
S001105,INV00463,P003,2024-05-05,3,508.77,0.0,1526.31
S001106,INV00463,P014,2024-05-05,1,365.65,0.0,365.65
S001107,INV00463,P010,2024-05-05,3,358.33,0.05,1021.24
S001108,INV00464,P007,2024-03-04,1,118.83,0.0,118.83
S001109,INV00464,P015,2024-03-04,5,151.86,0.1,683.37
S001110,INV00465,P021,2025-02-20,3,285.53,0.1,770.93
S001111,INV00465,P005,2025-02-20,1,66.59,0.0,66.59
S001112,INV00466,P010,2025-06-17,3,358.33,0.15,913.74
S001113,INV00466,P018,2025-06-17,2,588.71,0.05,1118.55
S001114,INV00467,P001,2025-03-19,1,564.89,0.05,536.65
S001115,INV00467,P021,2025-03-19,3,285.53,0.05,813.76
S001116,INV00467,P002,2025-03-19,1,348.25,0.05,330.84
S001117,INV00468,P007,2025-12-11,2,118.83,0.1,213.89
S001118,INV00469,P006,2025-05-05,4,187.1,0.0,748.4
S001119,INV00469,P019,2025-05-05,2,298.11,0.0,596.22
S001120,INV00470,P016,2025-03-26,5,135.67,0.0,678.35
S001121,INV00470,P004,2025-03-26,1,296.13,0.15,251.71
S001122,INV00470,P017,2025-03-26,1,680.26,0.1,612.23
S001123,INV00471,P018,2025-12-19,4,588.71,0.1,2119.36
S001124,INV00472,P005,2025-06-24,2,66.59,0.05,126.52
S001125,INV00472,P009,2025-06-24,3,555.19,0.15,1415.73
S001126,INV00472,P020,2025-06-24,4,501.47,0.05,1905.59
S001127,INV00473,P014,2024-01-07,4,365.65,0.15,1243.21
S001128,INV00474,P007,2024-10-27,5,118.83,0.05,564.44
S001129,INV00475,P015,2024-02-12,3,151.86,0.1,410.02
S001130,INV00475,P009,2024-02-12,4,555.19,0.0,2220.76
S001131,INV00475,P006,2024-02-12,5,187.1,0.1,841.95
S001132,INV00476,P014,2025-12-10,2,365.65,0.05,694.73
S001133,INV00476,P019,2025-12-10,4,298.11,0.0,1192.44
S001134,INV00476,P002,2025-12-10,4,348.25,0.15,1184.05
S001135,INV00477,P005,2025-07-15,5,66.59,0.05,316.3
S001136,INV00477,P006,2025-07-15,1,187.1,0.0,187.1
S001137,INV00477,P009,2025-07-15,5,555.19,0.0,2775.95
S001138,INV00478,P004,2024-05-12,4,296.13,0.0,1184.52
S001139,INV00478,P008,2024-05-12,2,24.11,0.0,48.22
S001140,INV00478,P003,2024-05-12,4,508.77,0.15,1729.82
S001141,INV00479,P003,2024-11-13,2,508.77,0.0,1017.54
S001142,INV00479,P021,2024-11-13,5,285.53,0.0,1427.65
S001143,INV00479,P016,2024-11-13,4,135.67,0.15,461.28
S001144,INV00479,P009,2024-11-13,4,555.19,0.1,1998.68
S001145,INV00480,P001,2024-07-31,4,564.89,0.15,1920.63
S001146,INV00480,P020,2024-07-31,2,501.47,0.05,952.79
S001147,INV00480,P003,2024-07-31,5,508.77,0.0,2543.85
S001148,INV00481,P013,2025-01-12,2,499.96,0.0,999.92
S001149,INV00481,P020,2025-01-12,5,501.47,0.15,2131.25
S001150,INV00481,P004,2025-01-12,3,296.13,0.0,888.39
S001151,INV00482,P014,2025-07-08,1,365.65,0.15,310.8
S001152,INV00483,P016,2025-01-25,1,135.67,0.0,135.67
S001153,INV00484,P021,2025-09-01,4,285.53,0.1,1027.91
S001154,INV00485,P021,2025-03-26,3,285.53,0.0,856.59
S001155,INV00485,P010,2025-03-26,3,358.33,0.15,913.74
S001156,INV00485,P007,2025-03-26,2,118.83,0.15,202.01
S001157,INV00485,P020,2025-03-26,1,501.47,0.0,501.47
S001158,INV00486,P018,2025-05-06,2,588.71,0.05,1118.55
S001159,INV00486,P020,2025-05-06,5,501.47,0.0,2507.35
S001160,INV00486,P016,2025-05-06,2,135.67,0.0,271.34
S001161,INV00486,P019,2025-05-06,2,298.11,0.05,566.41
S001162,INV00487,P020,2025-03-23,1,501.47,0.0,501.47
S001163,INV00488,P001,2024-09-21,5,564.89,0.05,2683.23
S001164,INV00488,P002,2024-09-21,5,348.25,0.0,1741.25
S001165,INV00488,P010,2024-09-21,5,358.33,0.0,1791.65
S001166,INV00489,P005,2025-07-04,4,66.59,0.05,253.04
S001167,INV00489,P013,2025-07-04,3,499.96,0.0,1499.88
S001168,INV00490,P015,2024-09-07,4,151.86,0.1,546.7
S001169,INV00490,P014,2024-09-07,2,365.65,0.15,621.6
S001170,INV00490,P009,2024-09-07,4,555.19,0.15,1887.65
S001171,INV00490,P021,2024-09-07,5,285.53,0.0,1427.65
S001172,INV00491,P014,2024-06-12,5,365.65,0.0,1828.25
S001173,INV00491,P012,2024-06-12,2,490.89,0.15,834.51
S001174,INV00491,P020,2024-06-12,5,501.47,0.15,2131.25
S001175,INV00492,P009,2025-07-28,1,555.19,0.0,555.19
S001176,INV00492,P021,2025-07-28,1,285.53,0.15,242.7
S001177,INV00492,P016,2025-07-28,4,135.67,0.0,542.68
S001178,INV00492,P018,2025-07-28,4,588.71,0.1,2119.36
S001179,INV00493,P015,2024-10-29,2,151.86,0.1,273.35
S001180,INV00493,P012,2024-10-29,5,490.89,0.1,2209.01
S001181,INV00493,P020,2024-10-29,4,501.47,0.15,1705.0
S001182,INV00494,P010,2025-04-15,4,358.33,0.0,1433.32
S001183,INV00494,P011,2025-04-15,2,292.74,0.05,556.21
S001184,INV00494,P015,2025-04-15,2,151.86,0.0,303.72
S001185,INV00495,P004,2025-09-10,3,296.13,0.0,888.39
S001186,INV00496,P013,2025-01-13,4,499.96,0.1,1799.86
S001187,INV00496,P018,2025-01-13,3,588.71,0.0,1766.13
S001188,INV00496,P008,2025-01-13,1,24.11,0.15,20.49
S001189,INV00496,P007,2025-01-13,5,118.83,0.15,505.03
S001190,INV00497,P013,2024-10-02,1,499.96,0.15,424.97
S001191,INV00497,P012,2024-10-02,4,490.89,0.15,1669.03
S001192,INV00497,P006,2024-10-02,5,187.1,0.0,935.5
S001193,INV00498,P021,2024-03-14,2,285.53,0.05,542.51
S001194,INV00499,P012,2025-02-09,2,490.89,0.1,883.6
S001195,INV00499,P013,2025-02-09,4,499.96,0.1,1799.86
S001196,INV00500,P005,2024-03-31,1,66.59,0.1,59.93
S001197,INV00501,P011,2024-04-23,3,292.74,0.1,790.4
S001198,INV00502,P011,2024-06-05,4,292.74,0.1,1053.86
S001199,INV00503,P002,2024-07-09,5,348.25,0.05,1654.19
S001200,INV00503,P020,2024-07-09,2,501.47,0.05,952.79
S001201,INV00503,P017,2024-07-09,3,680.26,0.15,1734.66
S001202,INV00504,P019,2024-11-23,1,298.11,0.1,268.3
S001203,INV00504,P002,2024-11-23,1,348.25,0.1,313.43
S001204,INV00504,P005,2024-11-23,4,66.59,0.15,226.41
S001205,INV00505,P019,2024-08-01,3,298.11,0.0,894.33
S001206,INV00505,P003,2024-08-01,4,508.77,0.0,2035.08
S001207,INV00505,P012,2024-08-01,3,490.89,0.05,1399.04
S001208,INV00506,P001,2025-01-24,4,564.89,0.15,1920.63
S001209,INV00506,P015,2025-01-24,2,151.86,0.0,303.72
S001210,INV00507,P001,2025-08-20,1,564.89,0.15,480.16
S001211,INV00508,P001,2024-06-15,4,564.89,0.15,1920.63
S001212,INV00508,P012,2024-06-15,5,490.89,0.0,2454.45
S001213,INV00508,P005,2024-06-15,4,66.59,0.1,239.72
S001214,INV00509,P002,2024-01-28,3,348.25,0.1,940.27
S001215,INV00510,P017,2025-01-05,3,680.26,0.0,2040.78
S001216,INV00510,P001,2025-01-05,4,564.89,0.15,1920.63
S001217,INV00511,P004,2024-08-13,5,296.13,0.05,1406.62
S001218,INV00512,P007,2024-04-10,4,118.83,0.0,475.32
S001219,INV00512,P014,2024-04-10,2,365.65,0.0,731.3
S001220,INV00513,P020,2025-07-06,2,501.47,0.15,852.5
S001221,INV00513,P001,2025-07-06,4,564.89,0.0,2259.56
S001222,INV00513,P003,2025-07-06,4,508.77,0.1,1831.57
S001223,INV00513,P014,2025-07-06,4,365.65,0.0,1462.6
S001224,INV00514,P011,2025-04-17,4,292.74,0.1,1053.86
S001225,INV00515,P019,2025-02-28,2,298.11,0.15,506.79
S001226,INV00516,P004,2025-01-07,3,296.13,0.1,799.55
S001227,INV00517,P015,2024-01-08,3,151.86,0.15,387.24
S001228,INV00517,P003,2024-01-08,3,508.77,0.1,1373.68
S001229,INV00517,P002,2024-01-08,4,348.25,0.15,1184.05
S001230,INV00518,P014,2025-06-19,5,365.65,0.0,1828.25
S001231,INV00519,P002,2025-11-06,2,348.25,0.0,696.5
S001232,INV00519,P008,2025-11-06,2,24.11,0.0,48.22
S001233,INV00520,P015,2024-12-03,3,151.86,0.1,410.02
S001234,INV00520,P004,2024-12-03,1,296.13,0.1,266.52
S001235,INV00520,P006,2024-12-03,4,187.1,0.15,636.14
S001236,INV00520,P005,2024-12-03,5,66.59,0.1,299.66
S001237,INV00521,P016,2024-03-11,1,135.67,0.05,128.89
S001238,INV00521,P011,2024-03-11,1,292.74,0.15,248.83
S001239,INV00522,P005,2025-04-27,4,66.59,0.15,226.41
S001240,INV00522,P017,2025-04-27,3,680.26,0.0,2040.78
S001241,INV00522,P003,2025-04-27,1,508.77,0.15,432.45
S001242,INV00523,P002,2024-07-30,3,348.25,0.0,1044.75
S001243,INV00523,P019,2024-07-30,1,298.11,0.0,298.11
S001244,INV00524,P003,2025-10-11,5,508.77,0.0,2543.85
S001245,INV00525,P011,2024-03-01,5,292.74,0.0,1463.7
S001246,INV00525,P021,2024-03-01,1,285.53,0.1,256.98
S001247,INV00525,P016,2024-03-01,4,135.67,0.0,542.68
S001248,INV00526,P002,2025-06-14,3,348.25,0.0,1044.75
S001249,INV00526,P009,2025-06-14,4,555.19,0.0,2220.76
S001250,INV00527,P021,2025-09-09,1,285.53,0.0,285.53
